Month,City,Merchant,Purchase Total,No of sales
Feb 2018,46,Asuncion Sandmeier inc,603757.92,30
Feb 2018,46,Rachel Carter 2 inc,349053.72,16
Feb 2018,46,Mariano Krenz inc,331292.4,16
Feb 2018,46,Milton Herrera inc,320439.12,16
Feb 2018,46,Josie Parrish inc,280414.6,14
Feb 2018,47,Carlos Cook inc,248190.57,14
Feb 2018,47,Nicole Chamberlain inc,234646.68,12
Feb 2018,47,Myrtle Hendrickson inc,212157.88,10
Feb 2018,47,Marion Whitaker inc,187622.87,8
Feb 2018,47,Andrea Hibner inc,161089.26,6
Feb 2018,48,Zelda Bozell inc,1145603.18,59
Feb 2018,48,Stanley Cuevas inc,1096361.54,52
Feb 2018,48,George Brown 11 inc,710099.76,36
Feb 2018,48,George Santos inc,623704.83,28
Feb 2018,48,Robert Wood 9 inc,623188.56,31
Feb 2018,49,Bernice Battles inc,318988.98,15
Feb 2018,49,Dale Nielsen inc,278947.22,14
Feb 2018,49,Carole Lotton inc,232822.85,14
Feb 2018,49,,227537.92,9
Feb 2018,49,Joan Holmes 2 inc,213626.85,10
Feb 2018,51,,2017653.72,97
Feb 2018,51,Joanne Yannone inc,1569732.44,79
Feb 2018,51,Micheal Styles inc,1518747.58,72
Feb 2018,51,Mary Mraz inc,1447348.63,71
Feb 2018,51,Irene Deschamps inc,1335805.98,65
Feb 2018,52,Jean Biser inc,869033.25,42
Feb 2018,52,Kurt Sapp inc,631068.49,32
Feb 2018,52,Arthur Noel inc,531825.09,28
Feb 2018,52,Richard Bell 6 inc,492439.18,28
Feb 2018,52,David Young 7 inc,470563.85,23
Feb 2018,53,Cornelius Mattson inc,4719983.24,249
Feb 2018,53,Keith Conley 3 inc,4225337.84,198
Feb 2018,53,,4071916.2,194
Feb 2018,53,Robert Murdock inc,3343922.51,161
Feb 2018,53,Cynthia Phelps inc,3019415.45,152
Feb 2018,54,Eloise Sorbo inc,339710.1,17
Feb 2018,54,Donald Hart inc,151692.91,7
Feb 2018,54,Michael Floyd 4 inc,150853.91,7
Feb 2018,54,Barbara Brantly inc,117020.15,6
Feb 2018,54,Michael Gifford inc,111416.86,4
Feb 2018,56,,1819548.11,88
Feb 2018,56,Courtney Mansfield inc,857572.65,44
Feb 2018,56,Gerald Miller 3 inc,745203.25,36
Feb 2018,56,Robert Ballard 4 inc,660181.68,32
Feb 2018,56,Mary Varos inc,639057.84,32
Feb 2018,57,Jennifer Furr inc,6425016.61,320
Feb 2018,57,Eddie Plunkett inc,5111249.26,249
Feb 2018,57,Kenneth Huson inc,4993704.34,240
Feb 2018,57,Rhonda Wheeler inc,3192901.18,160
Feb 2018,57,,3114416.24,159
Feb 2018,58,Trevor Najera inc,953035.69,53
Feb 2018,58,Karen Brendal inc,600945.57,30
Feb 2018,58,Jeannette Russell inc,313664.77,14
Feb 2018,58,Michael Devito inc,268103.11,13
Feb 2018,58,Isaac Senegal inc,263317.01,13
Feb 2018,60,Lucas Ohara inc,3671636.64,175
Feb 2018,60,,2240698.69,103
Feb 2018,60,Diane Perez 2 inc,2056517.12,97
Feb 2018,60,Catherine Hurley inc,1843586.46,92
Feb 2018,60,Mary James 10 inc,1173268.21,54
Feb 2018,61,Benjamin Elliott 3 inc,527649.84,23
Feb 2018,61,Audrey Thrash inc,301056.48,15
Feb 2018,61,Carol Ritter 2 inc,234273.38,13
Feb 2018,61,Courtney Stine inc,183340.21,9
Feb 2018,61,Alvin Garrison inc,175848.1,9
Feb 2018,62,Rosemary Silva inc,551215.52,28
Feb 2018,62,,548013.27,26
Feb 2018,62,Richard Jones 18 inc,490285.81,25
Feb 2018,62,Rita Mcreynolds inc,403937.52,19
Feb 2018,62,Richard William inc,392969.95,18
Feb 2018,63,Nestor Wright inc,674639.24,32
Feb 2018,63,Jon Creasey inc,432104.7,21
Feb 2018,63,Robert Boyette inc,344412.88,17
Feb 2018,63,Johnathan Oldham inc,310058.41,15
Feb 2018,63,,250472.57,12
Feb 2018,64,Edgar Johnson 3 inc,676577.14,37
Feb 2018,64,Terri Gamez inc,614991.51,27
Feb 2018,64,Robert Smith 57 inc,473643.71,23
Feb 2018,64,Essie Chapman inc,468019.47,24
Feb 2018,64,Matthew Cassem inc,445751.56,24
Feb 2018,65,Richard Boehm inc,213387.04,12
Feb 2018,65,Melvina Regan inc,189865.55,8
Feb 2018,65,Emma Aikens inc,169727.87,10
Feb 2018,65,Anne Prill inc,138310.18,5
Feb 2018,65,Elton Lemons inc,123966.96,7
Feb 2018,66,Manuel Furlong inc,639172.13,32
Feb 2018,66,Peter Tse inc,467232.92,26
Feb 2018,66,Joel Vermeesch inc,449249.74,23
Feb 2018,66,Dora Tuck inc,430911.16,22
Feb 2018,66,Derrick Phillips 2 inc,311568.35,16
Feb 2018,68,Nola Bulow inc,759925.6,35
Feb 2018,68,Mary Franklin 4 inc,269380.04,12
Feb 2018,68,Jarvis Carrington inc,265169.48,13
Feb 2018,68,Tammy Brown 5 inc,241653.65,12
Feb 2018,68,Rufus Bowman inc,163448.53,9
Feb 2018,69,Nilda Richter inc,5.721433829E8,28523
Feb 2018,69,Todd Turner 3 inc,1.3823796769E8,6873
Feb 2018,69,Tammy Nieves inc,1.0679116351E8,5265
Feb 2018,69,Henry Barnhill inc,6.391329681E7,3204
Feb 2018,69,,4.69018966E7,2310
Feb 2018,70,Ileen Niss inc,667481.71,34
Feb 2018,70,Margie Dillard inc,537779.74,29
Feb 2018,70,,469420.33,24
Feb 2018,70,Lisa Gillen inc,375947.29,18
Feb 2018,70,Gay Park inc,262930.4,15
Feb 2018,71,Edward Neider inc,160180.98,9
Feb 2018,71,Anna Blumberg inc,154679.16,8
Feb 2018,71,Cindy Perry 2 inc,147320.58,8
Feb 2018,71,Lenny Gilley inc,115535.97,4
Feb 2018,71,Walter Cook 3 inc,111051.6,7
Feb 2018,73,Kathleen Lavole inc,509077.78,26
Feb 2018,73,Marilyn Conatser inc,383186.48,16
Feb 2018,73,Tracey Herz inc,366360.16,16
Feb 2018,73,Michael Wiand inc,281500.66,12
Feb 2018,73,Sylvia Carter inc,252791.37,14
Feb 2018,74,Barbara Forney inc,376551.41,22
Feb 2018,74,Donna Talley 2 inc,366458.02,17
Feb 2018,74,John Price 9 inc,301847.6,14
Feb 2018,74,Richard Zelkind inc,256891.5,11
Feb 2018,74,Joshua Salazar inc,245413.8,13
Feb 2018,75,William Gomez 5 inc,626192.6,31
Feb 2018,75,Everett Hertzler inc,335070.54,16
Feb 2018,75,Angel Raper inc,319962.43,17
Feb 2018,75,,250141.2,12
Feb 2018,75,Lyman Gray inc,207376.26,9
Feb 2018,76,Bridget Kisner inc,8327218.85,422
Feb 2018,76,Valerie Fitch inc,2904447.01,145
Feb 2018,76,Karen Ohare inc,2658680.13,128
Feb 2018,76,Bill Prosser inc,2007243.02,100
Feb 2018,76,Robert Capo inc,1917844.43,90
Feb 2018,77,David Alto inc,433476.33,21
Feb 2018,77,William Schwerdtfeger inc,291222.48,15
Feb 2018,77,Luis Rembert inc,277289.02,11
Feb 2018,77,Jorge Taber inc,197958.75,8
Feb 2018,77,Janay Mcintire inc,155393.02,8
Feb 2018,78,Kenneth Mullen inc,1060116.91,51
Feb 2018,78,James Nesbit 2 inc,746718.64,41
Feb 2018,78,Humberto Ruiz inc,657778.35,32
Feb 2018,78,Walter Vanderpool inc,609557.98,30
Feb 2018,78,Richard Hunsaker inc,567646.71,30
Feb 2018,79,Stephen Krummel inc,968539.91,53
Feb 2018,79,Sabrina Arnold 2 inc,826455.58,41
Feb 2018,79,Ronald Miller 5 inc,820826.7,42
Feb 2018,79,Esther Ellard inc,368287.89,17
Feb 2018,79,Martin Adkins inc,356362.5,19
Feb 2018,80,Eugene Pell inc,356393.09,18
Feb 2018,80,Theodore Martine inc,283945.99,14
Feb 2018,80,James Hays inc,275928.43,12
Feb 2018,80,Ethel Hutchison inc,225761.68,12
Feb 2018,80,Bobby Foster 2 inc,217681.82,7
Feb 2018,81,Maria Heller inc,315914.41,16
Feb 2018,81,William Silsby inc,246277.88,10
Feb 2018,81,Debbie Wilkerson inc,158176.07,9
Feb 2018,81,Ronald Huttar inc,151069.39,9
Feb 2018,81,Julie Schultz inc,112341.05,5
Feb 2018,82,Marie Husband inc,1183729.52,60
Feb 2018,82,Allen Emmons inc,384153.93,20
Feb 2018,82,Joan Buckley inc,370525.13,19
Feb 2018,82,Peter Davis 2 inc,333086.77,14
Feb 2018,82,Robert Broyles 2 inc,266813.01,12
Feb 2018,83,Joyce Whitehead inc,389804.5,19
Feb 2018,83,Tyrone Thompson 2 inc,278332.78,14
Feb 2018,83,Antonio Burdett inc,246239.12,13
Feb 2018,83,Kenneth Hudson inc,235110.21,13
Feb 2018,83,Barry Schuh inc,181874.96,9
Feb 2018,84,Daniel Helmick inc,328605.04,17
Feb 2018,84,Nichole Wilson inc,289096.29,12
Feb 2018,84,Jeff Wyman inc,200977.58,11
Feb 2018,84,Carmen Rapier inc,160340.99,7
Feb 2018,84,,140817.91,7
Feb 2018,85,Bobby Mills inc,404388.46,17
Feb 2018,85,Katherine Beaucage inc,264554.49,11
Feb 2018,85,Joseph Allen 5 inc,259861.26,12
Feb 2018,85,Bernard Nisbett inc,253755.96,14
Feb 2018,85,Michael Smithson inc,203085.38,9
Feb 2018,86,Jim Wheeless inc,212286.39,9
Feb 2018,86,Carol Thomas 2 inc,185078.86,12
Feb 2018,86,Roxanne Conley inc,126539.22,5
Feb 2018,86,Helen Ochoa inc,119761.12,5
Feb 2018,86,David Butler 4 inc,104604.55,4
Feb 2018,87,Doug Moran inc,6286655.88,302
Feb 2018,87,Frank Garcia 2 inc,6225599.98,300
Feb 2018,87,Tessie Jaramillo inc,5769320.15,293
Feb 2018,87,Joe Montgomery inc,4978508.09,259
Feb 2018,87,,4865762.47,239
Feb 2018,88,Deidre Bright inc,1.057564461E7,529
Feb 2018,88,Heather Ramberg inc,9959749.46,496
Feb 2018,88,Samantha Jackson inc,9665530.18,466
Feb 2018,88,Ronald Hussein inc,7979430.66,390
Feb 2018,88,,7138566.25,360
Feb 2018,89,Carl Fonseca inc,322658.27,16
Feb 2018,89,Sheila Clayton inc,319658.03,15
Feb 2018,89,George Hicks 2 inc,168619.6,8
Feb 2018,89,James Roderick inc,123436.51,7
Feb 2018,89,Tony Sandoval inc,110060.31,5
Feb 2018,90,,851392.49,39
Feb 2018,90,Araceli Crotts inc,613107.17,26
Feb 2018,90,Brian Moffatt inc,608933.77,27
Feb 2018,90,Kevin Watkins 2 inc,506629.56,26
Feb 2018,90,Brett Dejohn inc,487196.64,23
Feb 2018,91,Robert Rainville inc,748736.36,37
Feb 2018,91,John Flowers 3 inc,505831.66,24
Feb 2018,91,Juana Bouchard inc,379559.89,16
Feb 2018,91,Christine Devine inc,374284.36,18
Feb 2018,91,,309249.43,17
Feb 2018,92,Kenneth Lynn inc,119880.09,6
Feb 2018,92,Laura Coleman inc,49969.24,2
Feb 2018,92,,29888.7,1
Feb 2018,92,Marilyn Kirby inc,29064.66,1
Feb 2018,92,Alex Baker 2 inc,23086.69,1
Feb 2018,94,Zachary Solis inc,648451.67,33
Feb 2018,94,Dora Dermody inc,610974.93,27
Feb 2018,94,Pamela Cook 2 inc,295248.7,12
Feb 2018,94,Christopher Williams 14 inc,272320.07,13
Feb 2018,94,Brian Jones 8 inc,269301.3,16
Feb 2018,96,Quinton Nelson inc,1352851.48,66
Feb 2018,96,Lane Cross inc,1257733.48,64
Feb 2018,96,James Walker 16 inc,1192636.16,55
Feb 2018,96,Karen Holsten inc,1051383.91,52
Feb 2018,96,,1005100.86,50
Feb 2018,97,Richard Caskey inc,1346549.61,69
Feb 2018,97,Beverly Lee inc,575720.54,32
Feb 2018,97,Armando Duke inc,445986.1,21
Feb 2018,97,Louis Rea inc,417118.0,21
Feb 2018,97,David Lightfoot 2 inc,314468.08,14
Feb 2018,98,Marc Standard inc,764415.33,33
Feb 2018,98,,722209.25,33
Feb 2018,98,Mavis Willis inc,474302.92,23
Feb 2018,98,Dwight Alexander inc,405466.32,18
Feb 2018,98,Tara Miller inc,381446.37,19
Feb 2018,100,Shelly Pitts inc,631925.9,33
Feb 2018,100,Candace Morton inc,579373.39,33
Feb 2018,100,Earl Brown 2 inc,411350.81,19
Feb 2018,100,Leon Newell inc,325545.91,15
Feb 2018,100,Billy Jackson inc,253722.85,12
Feb 2018,101,Derek Davis 2 inc,511812.32,24
Feb 2018,101,Scott Delarosa inc,387234.24,21
Feb 2018,101,Andrew Wood 2 inc,304788.86,14
Feb 2018,101,Terry Pool inc,240344.23,14
Feb 2018,101,David Diga inc,231319.94,14
Feb 2018,102,Barry Hart inc,901655.55,45
Feb 2018,102,Cleta Ro inc,573773.09,27
Feb 2018,102,Kimberly Luna inc,478225.61,24
Feb 2018,102,Mary Derby inc,475969.1,24
Feb 2018,102,Kurt Palmer 2 inc,365219.47,17
Feb 2018,103,David Nelson 9 inc,184528.22,10
Feb 2018,103,Felix West inc,164763.95,7
Feb 2018,103,,135690.09,7
Feb 2018,103,Carl Casiano inc,108362.49,5
Feb 2018,103,Austin Talty inc,104205.34,6
Feb 2018,104,Lillian Riffel inc,544622.67,25
Feb 2018,104,Joseph Jacobs inc,441111.51,22
Feb 2018,104,Laura Johnson 8 inc,435235.23,19
Feb 2018,104,Donald Rhode inc,202998.08,9
Feb 2018,104,Jeffery Wills inc,191787.92,12
Feb 2018,105,Eusebio Steese inc,1296169.92,67
Feb 2018,105,,290773.37,15
Feb 2018,105,Shawna Ward inc,286793.16,16
Feb 2018,105,Manuel Oglesby inc,238956.99,10
Feb 2018,105,Corinne Labeau inc,223247.5,12
Feb 2018,106,Antonia Greenberg inc,365461.03,19
Feb 2018,106,Debbie Mitchell inc,312642.59,16
Feb 2018,106,Tamara Vasquez inc,293251.11,15
Feb 2018,106,Thomas Crowe 2 inc,291634.3,12
Feb 2018,106,Bryan Porterfield inc,259612.32,15
Feb 2018,107,Julius Kutz inc,3575292.03,178
Feb 2018,107,Tim Crosby inc,2792394.45,139
Feb 2018,107,Michael Truelove inc,2205549.76,108
Feb 2018,107,,1727821.08,85
Feb 2018,107,Mary Duke 3 inc,1701412.53,86
Feb 2018,108,Suzanne Hammond inc,334307.66,15
Feb 2018,108,Opal Love inc,198129.49,8
Feb 2018,108,Jerry Lingbeek inc,169671.26,9
Feb 2018,108,Delois Mcdaniel inc,132450.68,6
Feb 2018,108,Jeannine Lockett inc,127978.27,5
Feb 2018,109,Jose Ortega inc,1188531.17,57
Feb 2018,109,,777770.29,36
Feb 2018,109,Lucille Knights inc,601625.47,32
Feb 2018,109,Maria Jobson inc,516151.79,25
Feb 2018,109,Rosemary Lee 4 inc,358930.92,16
Feb 2018,110,Donna Gonzalez 4 inc,3926296.32,203
Feb 2018,110,,1256496.56,61
Feb 2018,110,Mae Brown inc,1208905.95,64
Feb 2018,110,Connie Thompson 2 inc,1141089.93,59
Feb 2018,110,Wanda Hill inc,651670.23,33
Feb 2018,111,David Kilpatrick inc,494111.54,25
Feb 2018,111,Marlon Braund inc,455205.9,22
Feb 2018,111,Maureen Pereira inc,434321.34,22
Feb 2018,111,Janice Rogers inc,421667.46,19
Feb 2018,111,John Poremski inc,374115.81,18
Feb 2018,112,Douglas Richner inc,237070.19,13
Feb 2018,112,Marcus Davis inc,185007.22,8
Feb 2018,112,Linda Black inc,146762.46,6
Feb 2018,112,Tracy Mathews inc,117800.24,7
Feb 2018,112,Deloris Shetler inc,89781.55,5
Feb 2018,113,Edward Howell inc,230151.25,12
Feb 2018,113,Arlene Lehmberg inc,217870.37,11
Feb 2018,113,Roger Jones 5 inc,194583.52,8
Feb 2018,113,Rosalie Frizell inc,181248.22,8
Feb 2018,113,,179113.3,8
Feb 2018,114,Kellie Aguilar inc,495331.93,25
Feb 2018,114,Joann Vidinha inc,202503.36,11
Feb 2018,114,Holly Stinnett inc,183971.97,9
Feb 2018,114,Leonard Crawford inc,179088.23,10
Feb 2018,114,Joseph Kelley inc,175711.6,7
Feb 2018,115,Gus Augustine inc,454004.63,20
Feb 2018,115,Johnny Ahmed inc,311646.04,15
Feb 2018,115,John Campbell 11 inc,285838.86,14
Feb 2018,115,Virginia Grissom inc,230461.69,12
Feb 2018,115,Alicia King 2 inc,226696.78,11
Feb 2018,116,Mildred Leitheiser inc,1622858.35,81
Feb 2018,116,Anthony Wangler inc,1391384.24,69
Feb 2018,116,Novella Yates inc,1374552.87,70
Feb 2018,116,Mary Perez 10 inc,942997.05,49
Feb 2018,116,Ruby Conley inc,824902.22,43
Feb 2018,117,Theresa Martin 3 inc,2890645.36,137
Feb 2018,117,Dion Cantu inc,2520927.59,128
Feb 2018,117,Michael Farruggio inc,2380424.04,118
Feb 2018,117,Catherine Tanner inc,1982491.65,98
Feb 2018,117,,1519312.31,84
Feb 2018,118,Cristy Key inc,393985.42,21
Feb 2018,118,,190512.13,9
Feb 2018,118,Pamela Lamb inc,157206.0,8
Feb 2018,118,Gary Hinde inc,151772.17,7
Feb 2018,118,Thomas Sanchez 3 inc,109368.3,5
Feb 2018,119,Vanessa Thomas 2 inc,401266.94,20
Feb 2018,119,Paul Reigle inc,350311.38,16
Feb 2018,119,Michael Shade 2 inc,324347.04,13
Feb 2018,119,James David 2 inc,291812.16,13
Feb 2018,119,Chastity Lara inc,279046.32,12
Feb 2018,120,Timothy Blackman inc,581322.25,29
Feb 2018,120,Sandra Summers inc,518514.67,27
Feb 2018,120,Denise Fowler 2 inc,238394.02,11
Feb 2018,120,Patricia Nebergall inc,215123.61,12
Feb 2018,120,Beverly Rudd inc,175921.3,8
Feb 2018,122,Karen Holsten inc,307798.11,13
Feb 2018,122,Roberta Malcolm inc,186227.4,9
Feb 2018,122,Kathleen Lansdell inc,109375.71,4
Feb 2018,122,Jordan Desalvo inc,87846.85,3
Feb 2018,122,Terisa Smith inc,71917.73,3
Feb 2018,123,Alan Shannon inc,724600.3,34
Feb 2018,123,Rita Barber inc,629457.13,33
Feb 2018,123,Cecila Ragusa inc,410333.55,19
Feb 2018,123,Linda Stoeffler inc,406777.07,19
Feb 2018,123,Kurt Garcia inc,290829.86,14
Feb 2018,124,Betty Mcdonald 2 inc,657336.15,32
Feb 2018,124,Queen Sawyer inc,418254.28,18
Feb 2018,124,Richard Blevins inc,408650.96,20
Feb 2018,124,Weston Cyree inc,372261.49,17
Feb 2018,124,Micheal Thompson inc,279726.2,15
Feb 2018,125,Brent Higgins inc,671719.84,28
Feb 2018,125,Anthony Cain 2 inc,605946.45,27
Feb 2018,125,Alex Purtell inc,605169.89,30
Feb 2018,125,Bobbi Sartain inc,535554.93,27
Feb 2018,125,Alton Ayala inc,472874.94,25
Feb 2018,126,Kristi Radford inc,799213.68,43
Feb 2018,126,Alice Freitag inc,673810.38,31
Feb 2018,126,Raymond Lansdell inc,488396.94,24
Feb 2018,126,Laura Havard inc,486024.78,24
Feb 2018,126,Kevin Chang inc,404231.19,23
Feb 2018,128,William Benningfield inc,1203462.68,65
Feb 2018,128,Terri Jackson 2 inc,927193.54,47
Feb 2018,128,Pamela Pickett inc,414171.41,18
Feb 2018,128,Robert Yodis inc,349338.8,21
Feb 2018,128,Eva Moffat inc,321579.17,16
Feb 2018,129,Jackson Tweedy inc,696421.51,33
Feb 2018,129,Barbara Sasaki inc,596251.71,32
Feb 2018,129,,486801.32,22
Feb 2018,129,Robert Dockery inc,481181.19,26
Feb 2018,129,Sabrina Holley inc,468352.34,24
Feb 2018,130,Virginia Mustafa inc,354411.05,14
Feb 2018,130,Kevin Peters inc,206465.34,10
Feb 2018,130,Laura Salazar 2 inc,161609.46,8
Feb 2018,130,Paula Williamson inc,133457.73,5
Feb 2018,130,,127113.45,5
Feb 2018,131,Christian Penn inc,1263357.56,67
Feb 2018,131,Christen Harlow inc,1003952.55,50
Feb 2018,131,Bill Brainard inc,893100.03,46
Feb 2018,131,Barry Sutherland inc,831204.71,49
Feb 2018,131,Robert Lehman inc,721190.61,36
Feb 2018,133,Dean Noggle inc,284034.95,14
Feb 2018,133,George Cecchini inc,151935.4,7
Feb 2018,133,Tyler Sharpe inc,151659.22,7
Feb 2018,133,Andrea Grubbs inc,151372.68,7
Feb 2018,133,Peter Shannon inc,132498.79,8
Feb 2018,135,Michael King 9 inc,840618.57,40
Feb 2018,135,Hugh Ford inc,395439.55,22
Feb 2018,135,Isaiah Wilkinson inc,346433.94,16
Feb 2018,135,Armida Mullen inc,334813.48,18
Feb 2018,135,Martha Jacobson inc,292815.89,14
Feb 2018,136,Justin Pellicone inc,707651.79,37
Feb 2018,136,Boyd Delosh inc,618967.89,31
Feb 2018,136,Mark Parrish inc,539573.33,25
Feb 2018,136,Don Kuboushek inc,470386.06,24
Feb 2018,136,Michelle Delrio inc,448869.18,21
Feb 2018,137,Charles Cota inc,9154341.72,438
Feb 2018,137,Liana Ramos inc,7653831.99,390
Feb 2018,137,George Caporiccio inc,7607241.73,376
Feb 2018,137,Rebecca Ross inc,5119761.53,248
Feb 2018,137,,3795438.94,186
Feb 2018,138,Barbara Brantly inc,2398880.43,120
Feb 2018,138,Jessica Wilson inc,1633672.23,77
Feb 2018,138,Ricardo Simpson inc,1522009.42,75
Feb 2018,138,,1381613.23,68
Feb 2018,138,Charlotte Lovell 2 inc,1169479.04,59
Feb 2018,139,Irene Rutledge inc,743943.18,33
Feb 2018,139,Jean Rogers 2 inc,499285.64,23
Feb 2018,139,Margie Alford inc,440052.03,22
Feb 2018,139,Elaine Chapman inc,302752.95,16
Feb 2018,139,Caroline Green inc,251796.82,13
Feb 2018,140,,1.67035156E7,810
Feb 2018,140,Janet Mendiola inc,3206119.05,152
Feb 2018,140,Robert Molina 2 inc,1718045.85,85
Feb 2018,140,Eugene Lovelace inc,1536949.42,72
Feb 2018,140,Raymond Franklin inc,1319240.85,63
Feb 2018,142,Manuel Lanehart inc,370174.46,20
Feb 2018,142,Steve Swartz inc,322597.92,14
Feb 2018,142,Janet Banks inc,216661.96,11
Feb 2018,142,Alejandro Jenkins 2 inc,100244.47,5
Feb 2018,142,Annette Abston inc,96961.02,5
Feb 2018,143,Helen Kern inc,1.90401453E7,951
Feb 2018,143,,9996165.3,499
Feb 2018,143,Scott Hepburn inc,9526711.64,475
Feb 2018,143,Rose Garner inc,9076195.0,454
Feb 2018,143,Alan Eisenhower inc,7032189.32,355
Feb 2018,144,Andres Knight inc,462175.11,23
Feb 2018,144,Patricia Saucedo inc,419225.63,21
Feb 2018,144,Kristofer Oquinn inc,407147.24,20
Feb 2018,144,Robert Mccain inc,322082.19,17
Feb 2018,144,,300790.6,17
Feb 2018,145,Helen Brown 6 inc,663337.97,36
Feb 2018,145,Courtney Eckert inc,546167.19,26
Feb 2018,145,Martin Long inc,457619.38,28
Feb 2018,145,Matt Harris inc,324451.6,15
Feb 2018,145,Emmett Christian inc,255990.89,14
Feb 2018,146,Mary Kirby 2 inc,544176.39,27
Feb 2018,146,Sandra Kalkman inc,370860.49,19
Feb 2018,146,Charles Turpin 3 inc,365521.04,17
Feb 2018,146,Benjamin Parsley inc,259447.06,14
Feb 2018,146,Karen Bolger inc,234147.79,13
Feb 2018,147,Trevor Dean inc,1060652.85,57
Feb 2018,147,Thomas Chipps inc,1056068.97,47
Feb 2018,147,Emma Laird inc,905886.34,47
Feb 2018,147,Patricia Dodson inc,894258.96,43
Feb 2018,147,Rachel Kennedy 2 inc,704340.58,38
Feb 2018,148,Tricia Dozier inc,902788.87,44
Feb 2018,148,Christopher Mcdonald inc,792654.71,36
Feb 2018,148,John Barocio inc,371407.47,21
Feb 2018,148,Floyd Head inc,366895.81,20
Feb 2018,148,Nicolas Flaming inc,322608.0,15
Feb 2018,149,Alexandria Sarmiento inc,8334171.7,424
Feb 2018,149,Kenneth Larson inc,5514535.62,267
Feb 2018,149,Jerold Caldwell inc,5133225.73,251
Feb 2018,149,,4352120.12,214
Feb 2018,149,Kelly Perez 2 inc,3538979.94,173
Feb 2018,150,Effie Mayfield inc,942383.54,47
Feb 2018,150,William Trotter inc,447703.39,22
Feb 2018,150,,356444.4,18
Feb 2018,150,Theresa Woods inc,248258.74,11
Feb 2018,150,Joe Joiner 2 inc,248171.66,12
Feb 2018,151,Elfriede Jones inc,370651.9,19
Feb 2018,151,Larry Bush inc,241798.06,13
Feb 2018,151,Shakita Jones inc,212581.85,10
Feb 2018,151,Carlos Morgan 2 inc,162753.38,9
Feb 2018,151,Cleo Shapiro inc,142117.71,8
Feb 2018,153,Martha Goldstein inc,310611.44,16
Feb 2018,153,Gary Neri inc,271044.99,13
Feb 2018,153,Joseph Davanzo inc,193228.85,10
Feb 2018,153,Jimmy Scully inc,189616.85,9
Feb 2018,153,William Smith 46 inc,168391.89,8
Feb 2018,155,,885780.43,42
Feb 2018,155,Susie Wynn inc,808355.85,38
Feb 2018,155,Lena Napolitano inc,595279.86,29
Feb 2018,155,Manuel Edwards inc,574505.35,29
Feb 2018,155,Rene Strickland inc,531811.04,25
Feb 2018,156,Christopher Butts 2 inc,795362.22,43
Feb 2018,156,Gary Finley inc,582993.71,28
Feb 2018,156,Della Dudziak inc,462499.81,23
Feb 2018,156,Bart Massey inc,425099.95,19
Feb 2018,156,,411953.83,23
Feb 2018,157,Helen Burnsworth inc,2155716.31,95
Feb 2018,157,Loree Hansen inc,660783.32,30
Feb 2018,157,Christopher Mcwilliams inc,430756.26,19
Feb 2018,157,Robert Jenkins 7 inc,363375.95,18
Feb 2018,157,Pearl Stone inc,336163.42,14
Feb 2018,158,Darryl Revak inc,1.509115265E7,748
Feb 2018,158,Dee Gallager inc,1.46571138E7,723
Feb 2018,158,,1.128028005E7,578
Feb 2018,158,Robert Cruz 2 inc,1.042734444E7,520
Feb 2018,158,Bridget Patterson inc,8882514.72,443
Feb 2018,159,Roy Coats inc,2715514.77,135
Feb 2018,159,Sean Groover inc,1005617.0,52
Feb 2018,159,Monique Armstrong inc,615078.74,33
Feb 2018,159,Lorenzo Hawkins inc,589127.84,33
Feb 2018,159,Larry Stegall inc,557501.24,29
Feb 2018,160,Tiffany Robinson 2 inc,4.742601311E7,2374
Feb 2018,160,Richard Mccabe inc,1.02607575E7,529
Feb 2018,160,Eliz Prater inc,5481270.15,273
Feb 2018,160,Laurena Parks inc,3609489.88,175
Feb 2018,160,Patricia Sharp 2 inc,3252333.96,156
Feb 2018,161,Joyce Fletcher inc,2781889.03,133
Feb 2018,161,Delbert Plater inc,2008148.91,97
Feb 2018,161,Carol Hardy 2 inc,1522509.31,71
Feb 2018,161,,1490192.24,77
Feb 2018,161,Claire Mcclendon inc,1481886.13,80
Feb 2018,162,Pedro Roberts 2 inc,957334.15,51
Feb 2018,162,Jennifer Rudio inc,886300.34,39
Feb 2018,162,Maureen Werre inc,738847.27,33
Feb 2018,162,Emelia Foulk inc,586093.99,27
Feb 2018,162,Sanford Myers inc,544635.05,29
Feb 2018,163,Richard Rosa inc,967960.32,49
Feb 2018,163,Kathy Briggs inc,582393.27,30
Feb 2018,163,Linda Rogers 6 inc,407909.7,24
Feb 2018,163,Helen Mccutchan inc,405142.47,22
Feb 2018,163,Luigi Hammond inc,303341.06,17
Feb 2018,165,Pat Harper inc,345984.59,18
Feb 2018,165,Frank Vue inc,246260.48,12
Feb 2018,165,Michael Mabry inc,240903.16,12
Feb 2018,165,Mary Stamper inc,229551.03,11
Feb 2018,165,Jessie Carey inc,224458.52,11
Feb 2018,166,Michelle Marrero 2 inc,520581.49,26
Feb 2018,166,Opal Siegel inc,500008.24,21
Feb 2018,166,Linda Ready inc,398206.24,19
Feb 2018,166,Rodney Hatton inc,338857.95,16
Feb 2018,166,Ali Newsome inc,285156.7,15
Feb 2018,167,Betty Brown 9 inc,1363790.22,72
Feb 2018,167,Marion Greer inc,379364.4,19
